id,expected_verdict,expected_domain,claim_text,review_focus,human_note,contested_span
positive-accurate-12-mainichi230505,正確,政治,日本では子供は減っているが、大学は増えている。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本では子供は減っているが、大学は増えている。
positive-accurate-13-litmus230706,正確,政治,住民税非課税世帯の４分の３は高齢者である。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,住民税非課税世帯の４分の３は高齢者である。
positive-accurate-14-post-23899,正確,一般,大谷翔平は、メジャーリーグ史上初めてシーズン50本塁打50盗塁を達成した。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,大谷翔平は、メジャーリーグ史上初めてシーズン50本塁打50盗塁を達成した。
positive-accurate-15-japan-experimental-forestry,正確,一般,日本には円形の実験林が存在する,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本には円形の実験林が存在する
positive-accurate-16-japanese-robotic-monster-wolves,正確,一般,日本のある町では、住民からクマとの遭遇や目撃情報が増加しているとの報告を受け、オオカミに偽装したロボット2体を使ってクマを地域から追い払った。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本のある町では、住民からクマとの遭遇や目撃情報が増加しているとの報告を受け、オオカミに偽装したロボット2体を使ってクマを地域から追い払った。
positive-accurate-17-toyota-city-japan-name,正確,一般,日本の豊田市は、自動車メーカーであるトヨタ自動車にちなんで名付けられた。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本の豊田市は、自動車メーカーであるトヨタ自動車にちなんで名付けられた。
positive-accurate-18-square-watermelon,正確,一般,日本で作られている四角いスイカは実在し、観賞用や贈答用として栽培されている。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本で作られている四角いスイカは実在し、観賞用や贈答用として栽培されている。
positive-accurate-19-ronald-mcdonald-name-japan,正確,一般,ファストフードチェーン・マクドナルドのマスコットキャラクターは日本ではドナルド・マクドナルドの名前で呼ばれているが、英語の原名はロナルド・マクドナルドである。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,ファストフードチェーン・マクドナルドのマスコットキャラクターは日本ではドナルド・マクドナルドの名前で呼ばれているが、英語の原名はロナルド・マクドナルドである。
positive-accurate-20-photos-japan-orca,正確,一般,北海道沖で白いシャチの写真が撮影された,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,北海道沖で白いシャチの写真が撮影された
positive-mostly-accurate-01-ainu-dance-filmed-1919,ほぼ正確,一般,アイヌの踊りが1919年に撮影され、カラー映像で保存されていた。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,アイヌの踊りが1919年に撮影され、カラー映像で保存されていた。
positive-mostly-accurate-02-real-image-of-jovial-swedish-people-despite-train-station-flooding-caused-by-typhoon,ほぼ正確,一般,メージャーリーグのシーズン最多安打記録は、イチローの261安打である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,メージャーリーグのシーズン最多安打記録は、イチローの261安打である。
positive-mostly-accurate-03-almost-accurate-claim-iaea-not-verifying-filtration-performance-of-contaminated-water,ほぼ正確,一般,20世紀末に活躍した三大テノールとは、ルチアーノ・パヴァロッティ、プラシド・ドミンゴ、ホセ・カレーライスの3名である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,20世紀末に活躍した三大テノールとは、ルチアーノ・パヴァロッティ、プラシド・ドミンゴ、ホセ・カレーライスの3名である。
positive-mostly-accurate-04-infact200912,ほぼ正確,一般,織田信長は本能寺の変で明智光秀に殺された。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,織田信長は本能寺の変で明智光秀に殺された。
positive-mostly-accurate-05-infact211023-3,ほぼ正確,一般,天空の城ラピュタはスタジオジブリの初制作アニメ映画であり、1987年に公開された。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,天空の城ラピュタはスタジオジブリの初制作アニメ映画であり、1987年に公開された。
positive-mostly-accurate-06-jid211024-1,ほぼ正確,一般,大政奉還で江戸幕府は終焉を迎え、明治時代に移った。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,大政奉還で江戸幕府は終焉を迎え、明治時代に移った。
positive-mostly-accurate-07-jid211029-01,ほぼ正確,金融,マサチューセッツ州の有権者は、100万ドルを超える所得に対する4％の追加税を承認し、これにより2024年度に15億ドルの歳入が得られた。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,マサチューセッツ州の有権者は、100万ドルを超える所得に対する4％の追加税を承認し、これにより2024年度に15億ドルの歳入が得られた。
positive-mostly-accurate-08-asahi211116-2,ほぼ正確,一般,ギザのピラミッドを建設した古代エジプトの労働者たちは、毎日4～5リットルのビールを配給されていた。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,ギザのピラミッドを建設した古代エジプトの労働者たちは、毎日4～5リットルのビールを配給されていた。
positive-mostly-accurate-09-infact211217-1,ほぼ正確,一般,玉置浩二は、日本のシンガーソングライター、ロックバンド完全地帯のボーカリストで、北海道旭川市出身である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,玉置浩二は、日本のシンガーソングライター、ロックバンド完全地帯のボーカリストで、北海道旭川市出身である。
positive-mostly-accurate-10-infact220704,ほぼ正確,金融,岸田首相の発言「今年の春闘の賃上げ率2.08%は、過去20年で2番目に高い」,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,岸田首相の発言「今年の春闘の賃上げ率2.08%は、過去20年で2番目に高い」
positive-mostly-accurate-11-infact220706-2,ほぼ正確,一般,X JAPANは1988年にアルバム『BLUE BLOOD』でメジャー・デビューした。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,X JAPANは1988年にアルバム『BLUE BLOOD』でメジャー・デビューした。
positive-mostly-accurate-12-infact220708,ほぼ正確,一般,アメリカの国土面積は日本の20倍である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,アメリカの国土面積は日本の20倍である。
positive-mostly-accurate-13-infact220823,ほぼ正確,一般,大谷翔平と同学年のメージャーリーガーは鈴木誠である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,大谷翔平と同学年のメージャーリーガーは鈴木誠である。
positive-mostly-accurate-14-bfj230313,ほぼ正確,金融,WBC中継で「オーストラリアにはカンガルーが5000万頭いる」,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,WBC中継で「オーストラリアにはカンガルーが5000万頭いる」
positive-mostly-accurate-15-post-22724,ほぼ正確,一般,通算本塁打数の世界記録は王貞治の858本である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,通算本塁打数の世界記録は王貞治の858本である。
positive-mostly-accurate-16-post-22836,ほぼ正確,一般,ペンギンはみんな南極に住んでいる。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,ペンギンはみんな南極に住んでいる。
positive-mostly-accurate-17-23435,ほぼ正確,一般,世界最高峰のエベレストの標高は8818mである。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,世界最高峰のエベレストの標高は8818mである。
positive-mostly-accurate-18-kobe-pension-standardly-nontaxable,ほぼ正確,一般,日本国憲法はアメリカが作った憲法である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,日本国憲法はアメリカが作った憲法である。
positive-mostly-accurate-19-japanese-electric-car-200km-single-charge,ほぼ正確,一般,日本の自動車メーカーは1949年に、1回の充電で400km走行できる電気自動車を開発した。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,日本の自動車メーカーは1949年に、1回の充電で400km走行できる電気自動車を開発した。
positive-mostly-accurate-20-blobfish-natural-environment,ほぼ正確,政治,バイデン政権はマドゥロに2500万ドルの懸賞金をかけた,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,バイデン政権はマドゥロに2500万ドルの懸賞金をかけた
jfc-hold-01-yokohama-team-mirai-election-fraud-unfounded,判断保留,一般,「横浜市某区の開票立会い人をやってきた チームみらいの票が極めて不自然」「開票立会い人も来てない参政党みたいな活動も何もしてない党が参政党の1.5倍の比例票を取った」「票を目視確認したが、折り目のない票が8割ほど」,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,「横浜市某区の開票立会い人をやってきた チームみらいの票が極めて不自然」「開票立会い人も来てない参政党みたいな活動も何もしてない党が参政党の1.5倍の比例票を取った」「票を目視確認したが、折り目のない票が8割ほど」
jfc-hold-02-baseless-healthworkers-mynahokensho,判断保留,医療,実は医療従事者はマイナ保険証にしない人が大多数だという事実、一般の人はあまりご存知ないでしょうね。私も資格確認証を利用していて、マイナ保険証にする予定はありません,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,実は医療従事者はマイナ保険証にしない人が大多数だという事実、一般の人はあまりご存知ないでしょうね。私も資格確認証を利用していて、マイナ保険証にする予定はありません
jfc-hold-03-baseless-trump-said-all-hell-break-loose,判断保留,一般,米トランプ大統領が9月1日に「全てが大混乱に陥る」と発言,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,米トランプ大統領が9月1日に「全てが大混乱に陥る」と発言
jfc-hold-04-baseless-jal123-fake-voice-recorder,判断保留,一般,日航123便墜落事故で機長が「被弾したぞ」と発言。ボイスレコーダーに記録あり。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,日航123便墜落事故で機長が「被弾したぞ」と発言。ボイスレコーダーに記録あり。
jfc-hold-05-baseless-solar-panels-not-covered-by-fire-insurance,判断保留,一般,日本の科学者たちは、夢を記録し、後で見ることができるように再構成できるMRI装置の開発に成功した。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,日本の科学者たちは、夢を記録し、後で見ることができるように再構成できるMRI装置の開発に成功した。
jfc-hold-06-baseless-ohtani-said-illegal-immigrants-should-leave,判断保留,一般,大谷翔平選手が「不法移民は出ていくべきだ」と発言した,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,大谷翔平選手が「不法移民は出ていくべきだ」と発言した
jfc-hold-07-baseless-whale-sardine-beach-earthquake,判断保留,災害,イワシやクジラ、イルカの漂着は地震の前兆もしくは影響,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,イワシやクジラ、イルカの漂着は地震の前兆もしくは影響
jfc-hold-08-false-claim-korean-massacre-6000-lie,判断保留,一般,関東大震災で朝鮮人6000人虐殺は『100%嘘』,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,関東大震災で朝鮮人6000人虐殺は『100%嘘』
jfc-hold-09-baseless-uniqlo-china-factory-exit,判断保留,一般,人気子ども向けテレビ番組「ポケモン」 のあるエピソードが、日本で600人以上の幼児にてんかん発作を引き起こした。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,人気子ども向けテレビ番組「ポケモン」 のあるエピソードが、日本で600人以上の幼児にてんかん発作を引き起こした。
jfc-hold-10-kanagawa-10000-invalid-votes-fraud-claim,判断保留,一般,"神奈川15区、無効票11025票！？
何これ、異常でしょ",真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,"神奈川15区、無効票11025票！？
何これ、異常でしょ"
jfc-hold-11-baseless-exposition-pneumonia-class-closure,判断保留,一般,2025年末時点で、NASAは地球の軌道上に一時的に存在する第二の月の存在を確認しており、その月は2083年まで地球の周回軌道上に留まると予測されている。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,2025年末時点で、NASAは地球の軌道上に一時的に存在する第二の月の存在を確認しており、その月は2083年まで地球の周回軌道上に留まると予測されている。
jfc-hold-12-baseless-trump-said-he-will-save-japanese-citizens,判断保留,一般,米トランプ大統領が「私は日本政府は助けるつもりはないが、日本国民は助けるつもりだ」と発言,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,米トランプ大統領が「私は日本政府は助けるつもりはないが、日本国民は助けるつもりだ」と発言
jfc-hold-13-baseless_nankai_trough_earthquake_aug14,判断保留,災害,2024年8月14日に南海トラフはおこります,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,2024年8月14日に南海トラフはおこります
jfc-hold-14-saga-invalid-votes-fraud-claim-unfounded,判断保留,一般,"「もう止まらない、不正選挙疑惑」
10選を果たしていた、 ゆうこく連合・原口一博代表が1000票差で落選した佐賀1区では 「無効票」が5000票以上もあった。 
選挙結果を左右する票数である。
全国各地の小選挙区でも、こうした大量の無効票が発生しているようだ
無効票は本当に「無効票」なのか?",真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,"「もう止まらない、不正選挙疑惑」
10選を果たしていた、 ゆうこく連合・原口一博代表が1000票差で落選した佐賀1区では 「無効票」が5000票以上もあった。 
選挙結果を左右する票数である。
全国各地の小選挙区でも、こうした大量の無効票が発生しているようだ
無効票は本当に「無効票」なのか?"
jfc-hold-15-baseless-fanta-orange-1970-additives,判断保留,医療,"1970年代のファンタオレンジ
使われている添加物はたった3つ",真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,"1970年代のファンタオレンジ
使われている添加物はたった3つ"
jfc-hold-16-no-evidence-a-sign-made-by-chinese-people,判断保留,一般,"中国人が勝手にこんな物を作っている
「コノ先日本国憲法通用セズ」",真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,"中国人が勝手にこんな物を作っている
「コノ先日本国憲法通用セズ」"
jfc-hold-17-baseless-koike-google-personal-data,判断保留,一般,TikTokerが日本でスパイダーマンを発見した,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,TikTokerが日本でスパイダーマンを発見した
jfc-hold-18-mhlw-staff-vaccination-rate-uncertain,判断保留,医療,昨日行われた「新型コロナワクチン接種と死亡事例の因果関係を考える会」で厚生労働省の職員のワクチン接種率が10%と判明。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,昨日行われた「新型コロナワクチン接種と死亡事例の因果関係を考える会」で厚生労働省の職員のワクチン接種率が10%と判明。
jfc-hold-19-baseless-xi-jinping-fell-from-chair,判断保留,一般,中国共産党の全体会議の写真に、習近平が突然、痛みに震えて椅子から転げ落ちる様子が写っている。おそらく脳卒中だったのだろう。あるいは、衰弱の発作だったのかもしれない。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,中国共産党の全体会議の写真に、習近平が突然、痛みに震えて椅子から転げ落ちる様子が写っている。おそらく脳卒中だったのだろう。あるいは、衰弱の発作だったのかもしれない。
jfc-hold-20-baseless-mynaportal-major-cut-in-administrative-costs-for-benefits,判断保留,一般,石破首相「マイナポータルで給付の事務費大幅削減」,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,石破首相「マイナポータルで給付の事務費大幅削減」
jfc-inaccurate-01-politicians-zero-inheritance-tax,不正確,一般,政治家だけ相続税は0円,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,政治家だけ相続税は0円
jfc-inaccurate-02-did-it-take-only-four-months-for-the-takaichi-administration-to-reach-the-mining-stage,不正確,金融,"故石原慎太郎氏が、都知事辞職の記者会見(2012年)で｢南鳥島沖でレアアースを発見したが、通産省がやらせてくれない｣と悔しそうに話されてました。
高市政権発足4ヶ月で一気に採掘まで辿り着けたのを見ていると、いかに日本は中国にペコペコする人たちに長い間邪魔されてきたかということ",主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,"故石原慎太郎氏が、都知事辞職の記者会見(2012年)で｢南鳥島沖でレアアースを発見したが、通産省がやらせてくれない｣と悔しそうに話されてました。
高市政権発足4ヶ月で一気に採掘まで辿り着けたのを見ていると、いかに日本は中国にペコペコする人たちに長い間邪魔されてきたかということ"
jfc-inaccurate-03-japan-is-not-expanding-the-pakistani-intake-to-50thousands,不正確,一般,日本がパキスタン人受け入れを5万人に拡大,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,日本がパキスタン人受け入れを5万人に拡大
jfc-inaccurate-04-inaccurate-kyoto-hotel-prices-collapse,不正確,一般,中国人観光客のキャンセルが相次いでおり、京都市内のホテル代が暴落している,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,中国人観光客のキャンセルが相次いでおり、京都市内のホテル代が暴落している
jfc-inaccurate-05-inaccurate-gates-abondons-climate-action,不正確,一般,ビル・ゲイツ氏が気候変動対策から撤退,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,ビル・ゲイツ氏が気候変動対策から撤退
jfc-inaccurate-06-inaccurate-trump-administration-admits-covid-shots-are-crime-against-humanity,不正確,医療,コロナワクチン接種は、人類に対する犯罪。米国もトランプ政権がその被害を認めている。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,コロナワクチン接種は、人類に対する犯罪。米国もトランプ政権がその被害を認めている。
jfc-inaccurate-07-inaccurate-favoratism-toward-chinese-students,不正確,一般,中国人留学生は学費がほぼ無料。奨学金毎月１７万円・学費免除・家賃３万円。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,中国人留学生は学費がほぼ無料。奨学金毎月１７万円・学費免除・家賃３万円。
jfc-inaccurate-08-inaccurate-foreigners-obtain-the-national-certification-for-care-workers,不正確,一般,"日本人だと試験に不合格だと介護福祉士の国家資格はもちろん取れませんが、外国人だと「不合格でもＯＫ」
特例適用８０００人は外国人が中心。
日本政府は、外国人だけ有利にして日本人が損する措置が大好きだよね。",主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,"日本人だと試験に不合格だと介護福祉士の国家資格はもちろん取れませんが、外国人だと「不合格でもＯＫ」
特例適用８０００人は外国人が中心。
日本政府は、外国人だけ有利にして日本人が損する措置が大好きだよね。"
jfc-inaccurate-09-inaccurate-claim-ministry-of-economy-trade-and-industry-did-not-state-they-did-not-measure-9-nuclides-other-than-tritium,不正確,一般,"トリチウム以外の核種も最低「9種類」あるけど、 トリチウム以外は測ってもいません! という驚愕の答弁!
そんなの「汚染水」以外の何ものでもないやろ・・・
#川内ひろし(立憲民主党/鹿児島1区)",主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,"トリチウム以外の核種も最低「9種類」あるけど、 トリチウム以外は測ってもいません! という驚愕の答弁!
そんなの「汚染水」以外の何ものでもないやろ・・・
#川内ひろし(立憲民主党/鹿児島1区)"
jfc-inaccurate-10-inaccurate-kurdish-group-tv-report,不正確,一般,日本では、国民が太っていることを違法とする法律がある,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,日本では、国民が太っていることを違法とする法律がある
jfc-inaccurate-11-inaccurate-volunteer-recruitment-n-noto-peninsula-earthquake,不正確,災害,震災から３ヶ月たったが現在ボランティアは殆どいない状況。募集をしていない、しても来ない、それは寝泊まりする場所も水も食料もないからです。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,震災から３ヶ月たったが現在ボランティアは殆どいない状況。募集をしていない、しても来ない、それは寝泊まりする場所も水も食料もないからです。
jfc-inaccurate-12-matsumoto-chief-cabinet-secretary-great-kanto-earthquake-korean-massacre-records-inaccurate,不正確,一般,2023年8月30日、松野官房長官は記者会見で、関東大震災当時の朝鮮人虐殺について「政府内において事実関係を把握することのできる記録は見当たらない」と2回発言した。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,2023年8月30日、松野官房長官は記者会見で、関東大震災当時の朝鮮人虐殺について「政府内において事実関係を把握することのできる記録は見当たらない」と2回発言した。
jfc-inaccurate-13-ohio-train-derailment-disaster-hidden-reporter-arrested-false,不正確,一般,"🇹🇷トルコ地震により発信を控えてました、今更ですが…
🇺🇸オハイオ州で50両編成の列車が脱線し数千ガロンの発がん性塩化ビニルが流出されました。
何かやばそうです。
脱線事故を報道した記者が逮捕されているらしい…
米国史上最悪の災害の一つ~半径10マイルに有毒ガス⚠️
これを隠したかった？🛸👽🐸",主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,"🇹🇷トルコ地震により発信を控えてました、今更ですが…
🇺🇸オハイオ州で50両編成の列車が脱線し数千ガロンの発がん性塩化ビニルが流出されました。
何かやばそうです。
脱線事故を報道した記者が逮捕されているらしい…
米国史上最悪の災害の一つ~半径10マイルに有毒ガス⚠️
これを隠したかった？🛸👽🐸"
jfc-inaccurate-14-inaccurate-video-of-transgender-martial-artist-breaking-opponents-skull,不正確,一般,【トランスジェンダーの末路】トランスジェンダーの格闘家ファロン・フォックスが39秒で相手を倒し、頭蓋骨を骨折させる。以前はこれを女性に対する暴力と呼んでいましたが、今ではトランスの権利として祝福されています。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,【トランスジェンダーの末路】トランスジェンダーの格闘家ファロン・フォックスが39秒で相手を倒し、頭蓋骨を骨折させる。以前はこれを女性に対する暴力と呼んでいましたが、今ではトランスの権利として祝福されています。
jfc-inaccurate-15-inaccurate-claims-about-drone-delivery,不正確,一般,ドローン配送の普及が進まないのは鳥に襲われるから,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,ドローン配送の普及が進まないのは鳥に襲われるから
