id,expected_verdict,expected_domain,claim_text,review_focus,human_note,contested_span
positive-accurate-12-mainichi230505,正確,政治,日本では子供は減っているが、大学は増えている。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本では子供は減っているが、大学は増えている。
positive-accurate-13-litmus230706,正確,政治,住民税非課税世帯の４分の３は高齢者である。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,住民税非課税世帯の４分の３は高齢者である。
positive-accurate-14-post-23899,正確,一般,大谷翔平は、メジャーリーグ史上初めてシーズン50本塁打50盗塁を達成した。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,大谷翔平は、メジャーリーグ史上初めてシーズン50本塁打50盗塁を達成した。
positive-accurate-15-japan-experimental-forestry,正確,一般,日本には円形の実験林が存在する,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本には円形の実験林が存在する
positive-accurate-16-japanese-robotic-monster-wolves,正確,一般,日本のある町では、オオカミに偽装したロボットを使って野生動物を農地から追い払った。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本のある町では、オオカミに偽装したロボットを使って野生動物を農地から追い払った。
positive-accurate-17-toyota-city-japan-name,正確,一般,日本の豊田市は、自動車メーカーであるトヨタ自動車にちなんで名付けられた。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本の豊田市は、自動車メーカーであるトヨタ自動車にちなんで名付けられた。
positive-accurate-18-square-watermelon,正確,一般,日本で作られている四角いスイカは実在し、観賞用や贈答用として栽培されている。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本で作られている四角いスイカは実在し、観賞用や贈答用として栽培されている。
positive-accurate-19-ronald-mcdonald-name-japan,正確,一般,ファストフードチェーン・マクドナルドのマスコットキャラクターは日本ではドナルド・マクドナルドの名前で呼ばれているが、英語の原名はロナルド・マクドナルドである。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,ファストフードチェーン・マクドナルドのマスコットキャラクターは日本ではドナルド・マクドナルドの名前で呼ばれているが、英語の原名はロナルド・マクドナルドである。
positive-accurate-20-photos-japan-orca,正確,一般,北海道沖で白いシャチの写真が撮影された,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,北海道沖で白いシャチの写真が撮影された
positive-mostly-accurate-01-ainu-dance-filmed-1919,ほぼ正確,一般,アイヌの踊りが1919年に撮影され、保存されていたカラー映像が2023年に拡散した。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,アイヌの踊りが1919年に撮影され、保存されていたカラー映像が2023年に拡散した。
positive-mostly-accurate-02-real-image-of-jovial-swedish-people-despite-train-station-flooding-caused-by-typhoon,ほぼ正確,一般,イチローは28年のプロ野球選手生活の中でシーズン200安打以上を11回記録した。日本より試合数の多いメージャーリーグであったからこそ、11回もそれをメジャーリーグで記録することができたと考えられる。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,イチローは28年のプロ野球選手生活の中でシーズン200安打以上を11回記録した。日本より試合数の多いメージャーリーグであったからこそ、11回もそれをメジャーリーグで記録することができたと考えられる。
positive-mostly-accurate-03-almost-accurate-claim-iaea-not-verifying-filtration-performance-of-contaminated-water,ほぼ正確,一般,20世紀末に活躍した三大テノールとは、ルチアーノ・パヴァロッティ、プラシド・ドミンゴ、ホセ・カレーライスの3名である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,20世紀末に活躍した三大テノールとは、ルチアーノ・パヴァロッティ、プラシド・ドミンゴ、ホセ・カレーライスの3名である。
positive-mostly-accurate-04-infact200912,ほぼ正確,一般,織田信長は本能寺の変で明智光秀に殺された。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,織田信長は本能寺の変で明智光秀に殺された。
positive-mostly-accurate-05-infact211023-3,ほぼ正確,一般,天空の城ラピュタはスタジオジブリの初制作アニメ映画であり、1986年9月に公開された。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,天空の城ラピュタはスタジオジブリの初制作アニメ映画であり、1986年9月に公開された。
positive-mostly-accurate-06-jid211024-1,ほぼ正確,一般,大政奉還で江戸幕府は終焉を迎え、明治時代に移った。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,大政奉還で江戸幕府は終焉を迎え、明治時代に移った。
positive-mostly-accurate-07-jid211029-01,ほぼ正確,金融,マサチューセッツ州の有権者は、100万ドルを超える所得に対する4％の追加税を承認し、これにより2024年度に15億ドルの歳入が得られた。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,マサチューセッツ州の有権者は、100万ドルを超える所得に対する4％の追加税を承認し、これにより2024年度に15億ドルの歳入が得られた。
positive-mostly-accurate-08-asahi211116-2,ほぼ正確,一般,ギザのピラミッドを建設した古代エジプトの労働者たちは、毎日4～5リットルのビールを配給されていた。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,ギザのピラミッドを建設した古代エジプトの労働者たちは、毎日4～5リットルのビールを配給されていた。
positive-mostly-accurate-09-infact211217-1,ほぼ正確,一般,玉置浩二は、日本のシンガーソングライター、ロックバンド完全地帯のボーカリストで、北海道旭川市出身である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,玉置浩二は、日本のシンガーソングライター、ロックバンド完全地帯のボーカリストで、北海道旭川市出身である。
positive-mostly-accurate-10-infact220704,ほぼ正確,金融,岸田首相の発言「今年の春闘の賃上げ率2.08%は、過去20年で2番目に高い」,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,岸田首相の発言「今年の春闘の賃上げ率2.08%は、過去20年で2番目に高い」
positive-mostly-accurate-11-infact220706-2,ほぼ正確,一般,X JAPANは1989年5月にアルバム『BLUE BLOOD』でメジャー・デビューした。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,X JAPANは1989年5月にアルバム『BLUE BLOOD』でメジャー・デビューした。
positive-mostly-accurate-12-infact220708,ほぼ正確,一般,アメリカの国土面積は日本の24倍である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,アメリカの国土面積は日本の24倍である。
positive-mostly-accurate-13-infact220823,ほぼ正確,一般,大谷翔平と同学年の日本人メージャーリーガーは鈴木誠である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,大谷翔平と同学年の日本人メージャーリーガーは鈴木誠である。
positive-mostly-accurate-14-bfj230313,ほぼ正確,一般,オーストラリアにはカンガルーが5000万頭いる。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,オーストラリアにはカンガルーが5000万頭いる。
positive-mostly-accurate-15-post-22724,ほぼ正確,一般,通算本塁打数の世界記録は王貞治の869本である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,通算本塁打数の世界記録は王貞治の869本である。
positive-mostly-accurate-16-post-22836,ほぼ正確,一般,ペンギンはみんな南極に住んでいる。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,ペンギンはみんな南極に住んでいる。
positive-mostly-accurate-17-23435,ほぼ正確,一般,世界最高峰のエベレストの標高は8858mである。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,世界最高峰のエベレストの標高は8858mである。
positive-mostly-accurate-18-kobe-pension-standardly-nontaxable,ほぼ正確,一般,日本国憲法はアメリカが作った憲法である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,日本国憲法はアメリカが作った憲法である。
positive-mostly-accurate-19-japanese-electric-car-200km-single-charge,ほぼ正確,一般,日本の自動車メーカーは1949年に、1回の充電で300km走行できる電気自動車を開発した。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,日本の自動車メーカーは1949年に、1回の充電で300km走行できる電気自動車を開発した。
positive-mostly-accurate-20-blobfish-natural-environment,ほぼ正確,政治,バイデン政権はマドゥロに2500万ドルの懸賞金をかけた,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,バイデン政権はマドゥロに2500万ドルの懸賞金をかけた
jfc-hold-01-yokohama-team-mirai-election-fraud-unfounded,判断保留,政治,高市早苗は5年以上総理大臣を続けるだろう。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,高市早苗は5年以上総理大臣を続けるだろう。
jfc-hold-02-baseless-healthworkers-mynahokensho,判断保留,政治,近い将来、アメリカと中国は戦争をする。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,近い将来、アメリカと中国は戦争をする。
jfc-hold-03-baseless-trump-said-all-hell-break-loose,判断保留,一般,落合博満のように三冠王を三度獲得するバッターは今後現れないだろう。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,落合博満のように三冠王を三度獲得するバッターは今後現れないだろう。
jfc-hold-04-baseless-jal123-fake-voice-recorder,判断保留,一般,リオネル・メッシのようにバロンドールを8回獲得するサッカー選手は今後現れないだろう。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,リオネル・メッシのようにバロンドールを8回獲得するサッカー選手は今後現れないだろう。
jfc-hold-05-baseless-solar-panels-not-covered-by-fire-insurance,判断保留,一般,2038年までにサッカー日本代表はワールドカップで優勝する。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,2038年までにサッカー日本代表はワールドカップで優勝する。
jfc-hold-06-baseless-ohtani-said-illegal-immigrants-should-leave,判断保留,一般,大谷翔平は近い将来サイヤング賞を獲得するだろう。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,大谷翔平は近い将来サイヤング賞を獲得するだろう。
jfc-hold-07-baseless-whale-sardine-beach-earthquake,判断保留,一般,大谷翔平はいずれ三冠王を獲得する。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,大谷翔平はいずれ三冠王を獲得する。
jfc-hold-08-false-claim-korean-massacre-6000-lie,判断保留,一般,道教の始祖・老子は実在した。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,道教の始祖・老子は実在した。
jfc-hold-09-baseless-uniqlo-china-factory-exit,判断保留,一般,ヤマトタケルは実在した。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,ヤマトタケルは実在した。
jfc-hold-10-kanagawa-10000-invalid-votes-fraud-claim,判断保留,一般,山本由伸はサイヤング賞を三度獲得するだろう。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,山本由伸はサイヤング賞を三度獲得するだろう。
jfc-hold-11-baseless-exposition-pneumonia-class-closure,判断保留,一般,宇宙人はこの宇宙に実在する。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,宇宙人はこの宇宙に実在する。
jfc-hold-12-baseless-trump-said-he-will-save-japanese-citizens,判断保留,一般,アーサー王は実在した王である。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,アーサー王は実在した王である。
jfc-hold-13-baseless_nankai_trough_earthquake_aug14,判断保留,災害,南海トラフ地震は2035年までに起こる。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,南海トラフ地震は2035年までに起こる。
jfc-hold-14-saga-invalid-votes-fraud-claim-unfounded,判断保留,政治,近い将来、日本は憲法を改正する。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,近い将来、日本は憲法を改正する。
jfc-hold-15-baseless-fanta-orange-1970-additives,判断保留,政治,近い将来、日本はNATOに加盟する。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,近い将来、日本はNATOに加盟する。
jfc-hold-16-no-evidence-a-sign-made-by-chinese-people,判断保留,一般,邪馬台国は九州にあった。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,邪馬台国は九州にあった。
jfc-hold-17-baseless-koike-google-personal-data,判断保留,一般,トリノの聖骸布は本当にキリストの遺体を包んだ布である。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,トリノの聖骸布は本当にキリストの遺体を包んだ布である。
jfc-hold-18-mhlw-staff-vaccination-rate-uncertain,判断保留,一般,井伊直虎は女性であった。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,井伊直虎は女性であった。
jfc-hold-19-baseless-xi-jinping-fell-from-chair,判断保留,政治,中国は近い将来、台湾に軍事侵攻する。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,中国は近い将来、台湾に軍事侵攻する。
jfc-hold-20-baseless-mynaportal-major-cut-in-administrative-costs-for-benefits,判断保留,一般,詩人ホメロスは実在した。,真偽を断定できる一次情報や主要報道が十分あるかを見る。,短文claim評価用に、根拠不足や時点依存で断定を避けるべき主張を抜き出したケースです。,詩人ホメロスは実在した。
jfc-inaccurate-01-politicians-zero-inheritance-tax,不正確,一般,ドラえもんは22世紀の未来の日本から、のび太をいじめるためにやって来たネコ型ロボットである。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,ドラえもんは22世紀の未来の日本から、のび太をいじめるためにやって来たネコ型ロボットである。
jfc-inaccurate-02-did-it-take-only-four-months-for-the-takaichi-administration-to-reach-the-mining-stage,不正確,一般,KKコンビとはPL学園高校野球部で活躍した桑田真澄と清原和博のことである。高校卒業後、桑田は西武ライオンズへ、清原は読売ジャイアンツへ入団し、ドラフト直後の会見では二人とも喜びを見せた。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,KKコンビとはPL学園高校野球部で活躍した桑田真澄と清原和博のことである。高校卒業後、桑田は西武ライオンズへ、清原は読売ジャイアンツへ入団し、ドラフト直後の会見では二人とも喜びを見せた。
jfc-inaccurate-03-japan-is-not-expanding-the-pakistani-intake-to-50thousands,不正確,一般,スタジオジブリ制作のアニメ映画「となりのトトロ」と「火垂るの墓」は1988年4月に同時上映された。「となりのトトロ」は高畑勲、「火垂るの墓」は宮崎駿の監督作品である。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,スタジオジブリ制作のアニメ映画「となりのトトロ」と「火垂るの墓」は1988年4月に同時上映された。「となりのトトロ」は高畑勲、「火垂るの墓」は宮崎駿の監督作品である。
jfc-inaccurate-04-inaccurate-kyoto-hotel-prices-collapse,不正確,一般,日本軍は1941年12月に真珠湾を奇襲し、太平洋戦争が開戦した。真珠湾への奇襲は成功を収め、日本軍はその後の太平洋戦争を有利に進めた。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,日本軍は1941年12月に真珠湾を奇襲し、太平洋戦争が開戦した。真珠湾への奇襲は成功を収め、日本軍はその後の太平洋戦争を有利に進めた。
jfc-inaccurate-05-inaccurate-gates-abondons-climate-action,不正確,一般,2023年のWBCは大谷翔平の活躍もあり、野球日本代表は優勝したが、2023年のWBCで大谷翔平はピッチャーとして一度も投げなかった。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,2023年のWBCは大谷翔平の活躍もあり、野球日本代表は優勝したが、2023年のWBCで大谷翔平はピッチャーとして一度も投げなかった。
jfc-inaccurate-06-inaccurate-trump-administration-admits-covid-shots-are-crime-against-humanity,不正確,一般,ON砲とは読売ジャイアンツの王貞治と長嶋茂雄のコンビのことであるが、二人は非常に仲が悪かった。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,ON砲とは読売ジャイアンツの王貞治と長嶋茂雄のコンビのことであるが、二人は非常に仲が悪かった。
jfc-inaccurate-07-inaccurate-favoratism-toward-chinese-students,不正確,一般,2025年10月1日豊明市スマートフォン等の適正使用の推進に関する条例が施行された。違反すると罰金などの罰則がある。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,2025年10月1日豊明市スマートフォン等の適正使用の推進に関する条例が施行された。違反すると罰金などの罰則がある。
jfc-inaccurate-08-inaccurate-foreigners-obtain-the-national-certification-for-care-workers,不正確,一般,2023年4月1日より全自転車利用者のヘルメット着用が義務付けられた。違反すると罰金などの罰則がある。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,2023年4月1日より全自転車利用者のヘルメット着用が義務付けられた。違反すると罰金などの罰則がある。
jfc-inaccurate-09-inaccurate-claim-ministry-of-economy-trade-and-industry-did-not-state-they-did-not-measure-9-nuclides-other-than-tritium,不正確,一般,サッカー選手ドラガン・ストイコビッチはピクシーの愛称を持つ。その理由は、彼がゲーム「ポケモン」に出て来るピクシーが好きだから。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,サッカー選手ドラガン・ストイコビッチはピクシーの愛称を持つ。その理由は、彼がゲーム「ポケモン」に出て来るピクシーが好きだから。
jfc-inaccurate-10-inaccurate-kurdish-group-tv-report,不正確,一般,大谷翔平は、2018年から2025年までの間にMLBでMVPを4回獲得した。彼はアメリカ国籍も取得した。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,大谷翔平は、2018年から2025年までの間にMLBでMVPを4回獲得した。彼はアメリカ国籍も取得した。
jfc-inaccurate-11-inaccurate-volunteer-recruitment-n-noto-peninsula-earthquake,不正確,政治,9.11テロを起こしたウサマ・ビンラディンをイラクのサダム・フセインが匿ったため、2003年アメリカはイラクを攻撃し、イラク戦争が始まった。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,9.11テロを起こしたウサマ・ビンラディンをイラクのサダム・フセインが匿ったため、2003年アメリカはイラクを攻撃し、イラク戦争が始まった。
jfc-inaccurate-12-matsumoto-chief-cabinet-secretary-great-kanto-earthquake-korean-massacre-records-inaccurate,不正確,一般,エベレストは世界最高峰の山で、最初に登頂したのはエドモンド・ヒラリーと植村直己である。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,エベレストは世界最高峰の山で、最初に登頂したのはエドモンド・ヒラリーと植村直己である。
jfc-inaccurate-13-ohio-train-derailment-disaster-hidden-reporter-arrested-false,不正確,一般,徳川家康は江戸幕府を開いた人物であり、関ヶ原の戦いの後に征夷大将軍となり、その後すぐ天皇を連れ江戸に遷都した。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,徳川家康は江戸幕府を開いた人物であり、関ヶ原の戦いの後に征夷大将軍となり、その後すぐ天皇を連れ江戸に遷都した。
jfc-inaccurate-14-inaccurate-video-of-transgender-martial-artist-breaking-opponents-skull,不正確,一般,長嶋茂雄には子供が1人だけおり、その子供の名前は長嶋一茂である。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,長嶋茂雄には子供が1人だけおり、その子供の名前は長嶋一茂である。
jfc-inaccurate-15-inaccurate-claims-about-drone-delivery,不正確,一般,新選組の土方歳三・斎藤一は戊辰戦争を戦い抜いたが、最後は函館で二人とも戦死した。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,新選組の土方歳三・斎藤一は戊辰戦争を戦い抜いたが、最後は函館で二人とも戦死した。
jfc-inaccurate-16-inaccuracies-in-keio-baseball-cheering,不正確,一般,アインシュタインは相対性理論を提唱したことで知られるが、ノーベル賞は原子爆弾の開発功績によって受賞した。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,アインシュタインは相対性理論を提唱したことで知られるが、ノーベル賞は原子爆弾の開発功績によって受賞した。
jfc-inaccurate-17-japan-iran-visa-indefinite-extension,不正確,一般,ナポレオンはフランス皇帝として有名だが、最後は南米のブラジルへ亡命して生涯を終えた。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,ナポレオンはフランス皇帝として有名だが、最後は南米のブラジルへ亡命して生涯を終えた。
jfc-inaccurate-18-ion-stores-atm-credit-card-inaccessibility-inaccurate,不正確,一般,世界最高のテノールの一人とされるルチアーノ・パヴァロッティは、イタリア生まれだが、スペイン人である。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,世界最高のテノールの一人とされるルチアーノ・パヴァロッティは、イタリア生まれだが、スペイン人である。
jfc-inaccurate-19-factcheck-us-department-of-state-officially-declared-islam-a-threat,不正確,政治,マルコ・ルビオ米国務長官はイスラム教全体を脅威と宣言した。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,マルコ・ルビオ米国務長官はイスラム教全体を脅威と宣言した。
jfc-inaccurate-20-inaccurate-9000yen-to-a-muslims-school-lunch,不正確,政治,東京都が外国人児童を受け入れる施設に対して、園児1人につき毎月9000円を給食のために支給している。,主張の一部や条件にズレがあり、言い切り過ぎになっていないかを見る。,短文claim評価用に、主張の一部や条件がずれているケースです。,東京都が外国人児童を受け入れる施設に対して、園児1人につき毎月9000円を給食のために支給している。
jfc-false-01-trump-im-the-last-to-use-nukes,誤り,政治,トランプ氏が、現在の中東情勢を受けて「私は核兵器を使う最後の人間になるだろう」と発言した。,主張の中核が外部根拠で反証されるかを見る。,短文claim評価用に、主張の中心部分が反証されるケースです。,トランプ氏が、現在の中東情勢を受けて「私は核兵器を使う最後の人間になるだろう」と発言した。
